,Name,ID,Age,Nationality,primary_pos,Value
14564,R. Taylor,239944,22,Finland,RWB,290000
14565,A. Sarr,208457,26,Senegal,ST,250000
14566,Pedro López,227913,20,Spain,CB,325000
14567,O. Olomola,233289,19,England,ST,375000
14568,M. Fofana,235849,19,Mali,RB,400000
14569,D. Contreras,227146,23,Colombia,CDM,280000
14570,V. Wojtkowiak,229706,20,France,CDM,325000
14571,D. Bilonog,230986,22,Ukraine,RW,350000
14572,J. Andrada,233034,22,Argentina,CDM,280000
14573,R. Petretta,237642,20,Italy,LB,400000
14574,M. Kaye,238922,22,Canada,RM,0
14575,O. Alseth,238155,22,Norway,CB,260000
14576,David Gil,225868,23,Spain,GK,200000
14577,Julen Etxabeguren,229196,26,Spain,CB,220000
14578,A. Forrester,204365,23,England,ST,270000
14579,C. Højer,212045,22,Denmark,LB,290000
14580,O. Camilo,233037,22,Colombia,ST,350000
14581,F. Hinds,239693,18,England,ST,425000
14582,F. Lora,219726,23,Italy,CM,300000
14583,N. Al Dhafeeri,235598,35,Saudi Arabia,CDM,50000
14584,T. Hadebe,239438,21,Zimbabwe,LB,290000
14585,C. Seiler,232015,23,United States,CB,230000
14586,S. Palombi,233808,21,Italy,RW,375000
14587,B. Al Mutairi,235600,27,Saudi Arabia,LM,170000
14588,F. Muslija,239696,18,Germany,RM,300000
14589,J. Koutroumbis,236626,19,Australia,CM,280000
14590,E. Mour Samb,238162,23,Senegal,ST,300000
14591,Casitas,239442,21,Spain,GK,240000
14592,P. De Smet,233811,19,Belgium,CDM,325000
14593,J. Kade,236627,18,Germany,CAM,425000
14594,L. Hoffmann,238675,20,Germany,RWB,290000
14595,A. Aschauer,197972,25,Austria,RW,260000
14596,N. Cowburn,226132,22,Australia,RB,230000
14597,A. Nalini,229460,27,Italy,RW,220000
14598,L. Fritzson,237140,21,Sweden,ST,300000
14599,E. Pezzi,189780,27,Italy,CB,170000
14600,K. Skaanes,210773,22,Norway,LW,350000
14601,C. Opéri,236629,20,Ivory Coast,LW,400000
14602,L. Passerini,224854,22,Argentina,ST,290000
14603,A. El Hriti,240470,27,France,LM,170000
14604,V. Haroyan,206423,24,Armenia,CB,240000
14605,G. Benítez,232535,23,Argentina,LB,240000
14606,S. Gregov,239959,27,Croatia,CB,200000
14607,A. Hirzel,210776,24,Switzerland,GK,190000
14608,N. Atangana,224088,27,France,CDM,210000
14609,M. Kleinsorge,238936,21,Germany,RW,300000
14610,K. Wagner,239704,20,Germany,LB,250000
14611,K. Vincent-Young,225625,21,England,LWB,260000
14612,D. Mordini,228185,20,Italy,LM,290000
14613,R. Fulton,219482,21,Scotland,GK,220000
14614,Ricky Alonso,233562,25,Spain,GK,190000
14615,I. Jukić,239962,21,Croatia,LM,300000
14616,I. Zaid,208987,27,Saudi Arabia,GK,170000
14617,M. Leitsch,234843,19,Germany,LB,325000
14618,J. Goddard,205660,24,England,RM,290000
14619,P. Kotal,228188,23,India,CDM,0
14620,M. Patterson,234076,20,New Zealand,ST,400000
14621,E. Schulze,205149,24,Norway,LW,280000
14622,M. Seidel,224349,22,Germany,GK,240000
14623,N. Haas,225117,21,Switzerland,CDM,400000
14624,R. Henry,162911,33,England,RB,80000
14625,Tiago André,235871,20,Portugal,LB,290000
14626,F. Pekşen,240479,21,Turkey,CM,325000
14627,F. Porath,229472,20,Germany,LM,375000
14628,B. Al Baqi,210785,27,Saudi Arabia,GK,170000
14629,D. Hyam,221281,21,Scotland,CB,325000
14630,C. Wighton,224865,19,Scotland,LM,350000
14631,G. Luer,227681,22,England,ST,325000
14632,F. Troyansky,233057,20,Argentina,LW,450000
14633,W. Nightingale,221538,21,England,CB,350000
14634,N. Janvier,231266,18,France,RM,425000
14635,S. Al Dosari,208995,25,Saudi Arabia,RB,250000
14636,O. Ökke,240483,21,Turkey,CM,325000
14637,L. Polvani,239972,22,Italy,CB,300000
14638,A. Krysiak,183140,27,Poland,GK,160000
14639,N. Diallo,233829,21,France,LB,325000
14640,J. Coulson,223078,28,England,CB,170000
14641,D. Wright,208999,22,England,LM,300000
14642,C. Jahraldo-Martin,220008,24,Antigua & Barbuda,ST,280000
14643,D. Newton,239208,26,England,ST,250000
14644,D. Bulman,53352,38,England,CM,70000
14645,L. Zarandia,223850,21,Georgia,RM,325000
14646,M. Funk,234858,21,Germany,GK,240000
14647,Sergio García,233067,19,Spain,GK,270000
14648,A. Galadzhan,236907,19,Russia,ST,350000
14649,D. von Ballmoos,219244,22,Switzerland,GK,290000
14650,S. Arnold,198253,27,England,GK,160000
14651,L. Hägg-Johansson,211053,22,Sweden,GK,230000
14652,Ryu Jae Moon,228461,23,Korea Republic,CM,325000
14653,H. Alpsoy,229742,20,Switzerland,CM,425000
14654,Y. Gómez,237422,19,Colombia,LB,400000
14655,Tachi,238446,19,Spain,CB,400000
14656,M. Evouna,220271,24,Gabon,ST,280000
14657,M. Puerta,234352,20,Colombia,RB,400000
14658,S. Tanser,214641,22,England,LB,220000
14659,K. Inada,232561,32,Japan,GK,120000
14660,M. Gardawski,189041,26,Germany,RB,240000
14661,L. Jackson,228210,22,Australia,LB,280000
14662,F. Eguelfi,235378,22,Italy,LM,240000
14663,M. Bauer,238962,22,Germany,LB,260000
14664,N. Andereggen,231539,17,Argentina,LW,425000
14665,E. Ndoj,235379,20,Albania,CM,325000
14666,N. Holland,237683,19,England,RM,450000
14667,M. Ambrosiewicz,239731,19,Poland,RB,280000
14668,M. Salem,210804,31,Saudi Arabia,CB,140000
14669,Álex Portillo,214644,24,Spain,LB,230000
14670,K. Alphonse,218740,24,Ivory Coast,CDM,250000
14671,M. Pugliese,227701,21,Italy,CM,325000
14672,T. Hirakawa,181109,38,Japan,LM,70000
14673,J. Berner,222070,26,United States,GK,190000
14674,Kim Yeong Bin,222582,25,Korea Republic,CB,230000
14675,A. Natcho,231030,20,Russia,RM,325000
14676,M. Palienko,219255,22,Russia,CAM,300000
14677,D. Scarr,237943,22,England,CB,280000
14678,N. Kalugin,239991,19,Russia,CB,300000
14679,M. Wdowiak,222329,20,Poland,RM,300000
14680,A. Reyes,226681,24,Colombia,CDM,260000
14681,T. Ndenge,229753,20,Germany,LM,375000
14682,R. Peña,235386,25,Mexico,RB,210000
14683,R. Yates,235642,19,England,CM,450000
14684,C. Roberts,225147,21,Wales,RB,400000
14685,B. Gaye,235387,19,Germany,GK,375000
14686,C. Ndiaye,237179,21,Senegal,ST,300000
14687,F. Castellano,237691,19,Italy,CM,450000
14688,J. Pirinen,238203,25,Finland,LB,220000
14689,L. Young,189307,27,England,RB,190000
14690,L. Mandeville,226172,20,England,ST,350000
14691,H. Moukoudi,228732,19,France,CB,400000
14692,D. Bennett,189308,27,England,CB,170000
14693,F. Costa,233085,28,Argentina,GK,170000
14694,M. Santos,240509,23,Uruguay,RM,300000
14695,A. Tartaglia,240766,24,Italy,RB,240000
14696,E. Nyarko,212352,24,Ghana,CB,250000
14697,B. Nordström,214656,21,Sweden,LB,280000
14698,H. Zapata,222080,22,Colombia,LM,350000
14699,D. Ferfelis,224128,24,Germany,ST,270000
14700,H. Delcroix,237440,18,Belgium,CB,375000
14701,P. Friis Jensen,186752,29,Denmark,GK,170000
14702,R. Haynes,213889,21,England,LM,260000
14703,F. Sachpekidis,215425,19,Sweden,RM,350000
14704,O. Sanganté,240258,26,Senegal,CDM,240000
14705,Sillero,205187,23,Spain,GK,200000
14706,S. Moussa,233603,29,Tunisia,ST,210000
14707,T. Okubo,237443,27,Japan,GK,170000
14708,M. Merghem,240259,19,France,CM,300000
14709,C. Dunne,205956,24,Republic of Ireland,LB,220000
14710,J. Bingham,226180,22,Australia,ST,280000
14711,C. Jacob,228740,20,France,CM,425000
14712,L. Shephard,216453,22,Wales,CM,290000
14713,K. Słaby,239237,23,Poland,LB,240000
14714,A. Soyak,240005,22,Germany,CM,300000
14715,W. de la Rosa,221574,24,Colombia,ST,290000
14716,K. Benyu,227974,19,Zimbabwe,CM,450000
14717,S. Lo Faso,236678,19,Italy,LW,450000
14718,U. Sen,238982,19,Germany,ST,450000
14719,D. Corcoran,199047,28,Republic of Ireland,ST,210000
14720,Silvério Júnio,222599,21,Portugal,CB,290000
14721,F. Stritzel,208776,23,Germany,GK,210000
14722,S. Laiton,240776,17,France,GK,375000
14723,J. Lalpekhlua,217225,26,India,LM,0
14724,R. Tait,189833,27,Scotland,RB,170000
14725,M. Crowe,217994,21,Wales,GK,230000
14726,K. Koizumi,232586,22,Japan,RB,250000
14727,S. Farelli,137356,34,Italy,GK,80000
14728,D. De Girolamo,212620,21,Italy,CAM,325000
14729,M. Haddachi,235148,20,Morocco,LB,280000
14730,V. Mantovani,235916,21,Italy,CB,325000
14731,Darío Poveda,236940,20,Spain,ST,400000
14732,M. Sylla,237708,17,France,ST,450000
14733,L. Maguire,223373,20,England,LB,325000
14734,S. Nigro,231310,20,Australia,LB,290000
14735,B. Janssen,233102,22,Netherlands,GK,210000
14736,A. Greene,198543,27,Republic of Ireland,LM,240000
14737,S. Magallán,227215,25,Argentina,CDM,270000
14738,T. Ogihara,235151,25,Japan,CAM,220000
14739,I. Hongn,240015,26,Argentina,LM,250000
14740,R. Selasi,220816,20,Ghana,CDM,300000
14741,M. Hedegaard,229776,20,Denmark,RB,325000
14742,F. Diabaté,236944,21,Mali,ST,300000
14743,M. Ahlinvi,240528,17,France,LB,280000
14744,P. Boumal,205713,24,Cameroon,LB,240000
14745,D. Talbot,172177,30,England,LB,150000
14746,P. Kun,239505,22,Poland,LM,290000
14747,D. Evtimov,211090,23,Bulgaria,GK,230000
14748,Choi Bong Jin,228498,25,Korea Republic,GK,200000
14749,K. Yamga,240530,20,France,LW,325000
14750,A. McGurk,184466,28,Northern Ireland,CAM,210000
14751,J. Coleman,219795,21,England,GK,325000
14752,E. Zhegrova,239763,18,Kosovo,LM,425000
14753,G. Freitas,241043,25,Uruguay,CDM,230000
14754,D. Pugh,152724,34,England,LB,100000
14755,F. Tingager,231828,24,Denmark,CB,280000
14756,T. Imai,232596,26,Japan,RB,180000
14757,S. Franchini,239764,19,Italy,CM,450000
14758,A. Romano,220565,21,Italy,CM,300000
14759,M. Demetriou,223381,27,England,LWB,200000
14760,B. Landini,225173,22,France,RB,220000
14761,A. Melo,226709,21,Argentina,CAM,400000
14762,M. Mathisen,228757,21,Denmark,CB,325000
14763,M. Bringaker,232085,20,Norway,ST,300000
14764,G. Gómez,235925,21,Argentina,GK,260000
14765,M. Kessel,238485,32,Germany,ST,160000
14766,D. Podleśny,211094,22,Poland,GK,210000
14767,G. Yordan,215190,23,Argentina,GK,210000
14768,G. Quezada,236950,20,Ecuador,CM,300000
14769,G. Zecca,240022,19,Italy,ST,300000
14770,Jeong YeongChong,228503,25,Korea Republic,RW,260000
14771,D. Gyollai,229783,20,Hungary,GK,375000
14772,J. Álvarez,231319,21,Mexico,CAM,290000
14773,Luis Muñoz,236695,20,Spain,RB,290000
14774,L. Norris,203416,24,England,ST,270000
14775,R. Al Shammari,237720,20,Saudi Arabia,ST,350000
14776,J. Serrano,240024,19,France,LB,350000
14777,Calzado,240792,33,Spain,GK,100000
14778,T. Holý,199321,25,Czech Republic,GK,200000
14779,G. Holohan,207513,25,Republic of Ireland,CM,270000
14780,D. Vanzeir,234905,19,Belgium,ST,400000
14781,J. Maja,235161,18,England,ST,425000
14782,D. Phillips,220058,22,England,GK,290000
14783,O. Shenton,225946,19,England,CM,350000
14784,M. Müller,217243,23,Germany,CDM,250000
14785,I. Ben Khemis,234139,21,Tunisia,CM,325000
14786,A. Vrenezi,240027,23,Kosovo,LM,290000
14787,M. Al Rashdi,212380,26,Saudi Arabia,CAM,220000
14788,José Fran,227228,25,Spain,RM,260000
14789,P. Bartolomei,229276,27,Italy,CM,210000
14790,A. Evans,231580,18,England,ST,425000
14791,J. Karlsson,231836,18,Sweden,RM,425000
14792,L. Toussaint,230045,21,France,CDM,240000
14793,E. Cümart,233885,19,Switzerland,CB,400000
14794,T. Pett,223902,25,England,CAM,250000
14795,M. Frediani,230558,23,Italy,LW,280000
14796,R. De Ciancio,233374,22,Argentina,CDM,240000
14797,F. Della Giovanna,234142,20,Italy,CB,325000
14798,B. Dennehy,169631,30,Republic of Ireland,LM,200000
14799,G. Guessan,241056,24,Ivory Coast,ST,280000
14800,E. Smith,222369,20,Sweden,CM,350000
14801,G. Alcalá,226721,24,Mexico,GK,200000
14802,A. Kenyon,216226,24,England,CDM,210000
14803,S. Massolo,228514,21,Italy,GK,325000
14804,A. Kacou,232354,21,Ivory Coast,GK,240000
14805,B. Makendzhiev,231075,28,Bulgaria,GK,0
14806,F. Zorba,235939,19,Turkey,LB,400000
14807,H. Özkan,237475,19,Turkey,CB,325000
14808,J. Starkey,213668,21,England,CAM,325000
14809,R. Baas,225188,21,Netherlands,LB,260000
14810,C. Odoi-Atsem,237220,22,United States,RB,240000
14811,N. Manzambi,239268,20,Switzerland,RM,450000
14812,Z. Lewis,218789,23,Bermuda,LW,325000
14813,T. Marutani,232613,28,Japan,CM,190000
14814,G. Ray,203430,23,Wales,CB,260000
14815,B. Aubrey,237222,22,United States,CB,250000
14816,H. Bilgiç,212647,24,Turkey,RM,230000
14817,Gao Zhunyi,232871,21,China PR,CDM,0
14818,R. Patterson,140456,32,Northern Ireland,ST,170000
14819,R. Sharahili,229800,24,Saudi Arabia,CDM,240000
14820,M. Kouhyar,233128,19,Afghanistan,LM,450000
14821,J. Hoffman,185256,28,Australia,RB,160000
14822,E. Frear,198057,26,England,LWB,240000
14823,K. Appiah,209834,25,Australia,RW,250000
14824,N. Barrios,237994,19,Argentina,CAM,450000
14825,O. Vojic,238506,20,Austria,ST,325000
14826,D. Szufryn,191146,31,Poland,CB,140000
14827,J. Stobbs,221867,20,England,RM,450000
14828,A. Köse,239020,20,Turkey,ST,400000
14829,K. Angielski,212398,21,Poland,ST,290000
14830,B. Comley,223918,21,Montserrat,CM,325000
14831,A. Al Hbeab,225198,24,Saudi Arabia,CB,260000
14832,Hwang ByeongGeun,228526,23,Korea Republic,GK,240000
14833,D. Fox,231342,23,Australia,CB,240000
14834,L. Faye,236462,19,Netherlands,LB,400000
14835,R. Ramírez,222639,20,Argentina,GK,290000
14836,R. Moon,235439,20,South Africa,ST,375000
14837,Yeo Bong Hun,237999,23,Korea Republic,CM,300000
14838,A. Nesbitt,227760,20,Scotland,CAM,450000
14839,I. Sissoko,231089,19,France,CDM,400000
14840,G. Makhatadze,234161,19,Russia,CDM,400000
14841,H. Miyazawa,237745,28,Japan,CM,210000
14842,E. Besea,221874,20,Ghana,CM,375000
14843,D. Vorobyev,236210,19,Russia,RW,350000
14844,D. Konaté,229043,25,Ivory Coast,LB,210000
14845,H. Goya,232627,23,Japan,ST,290000
14846,M. Dauter,240051,18,Germany,CDM,375000
14847,A. Dartsch,224180,22,Germany,CM,300000
14848,J. Calor,237237,20,Netherlands,CAM,325000
14849,J. Żubrowski,238005,25,Poland,CDM,240000
14850,D. Love,213686,22,Scotland,RB,260000
14851,N. Antonitsch,229815,25,Austria,RB,230000
14852,S. Van der Heyden,234167,19,Belgium,CB,350000
14853,H. Al Shamrani,238519,20,Saudi Arabia,LM,350000
14854,J. Weir,213688,21,England,CAM,325000
14855,J. Pohl,226232,21,Denmark,ST,350000
14856,E. Mensah,236216,19,Ghana,RW,350000
14857,J. Gobron,239032,25,France,LB,220000
14858,P. Neumann,236217,19,Germany,CDM,400000
14859,T. Figueroa,237498,18,Mexico,RW,425000
14860,S. McCartan,206523,23,Northern Ireland,ST,280000
14861,R. Gielen,240315,19,Netherlands,CB,270000
14862,E. Lee,210108,22,England,LM,290000
14863,I. Rojas,233404,19,Colombia,CDM,350000
14864,J. Rothwell,213693,22,England,RM,350000
14865,G. Singh Sandhu,225213,25,India,GK,0
14866,S. McCoulsky,231613,20,England,ST,375000
14867,A. Phillips,205502,23,Wales,RB,240000
14868,S. Ono,29118,37,Japan,RM,70000
14869,M. Heinrich,234942,19,Germany,LM,450000
14870,G. Goñi,235966,18,Argentina,CB,375000
14871,P. Eggersglüß,238782,22,Germany,RM,260000
14872,A. Khammas,239806,18,Belgium,LB,375000
14873,T. Rieder,223679,23,Germany,CB,260000
14874,A. Koçaklı,225727,18,Turkey,RM,325000
14875,K. Itakura,233152,20,Japan,CB,290000
14876,S. van Looy,230593,20,Netherlands,CB,270000
14877,K. Yaşar,235969,22,Turkey,GK,210000
14878,D. Alfei,200386,25,Wales,RB,210000
14879,L. Carević,240834,18,Montenegro,GK,350000
14880,A. Bouchard,181698,29,France,GK,140000
14881,L. Mesa,230851,20,Argentina,ST,375000
14882,F. Franks,189891,26,England,RB,200000
14883,J. Ginnelly,222916,20,England,RM,350000
14884,B. Hendriksson,224964,21,Faroe Islands,LM,325000
14885,L. Skowron,183236,26,Poland,GK,190000
14886,P. Golubović,221893,22,Serbia,RB,240000
14887,D. Luxbacher,223429,25,Austria,RM,260000
14888,C. Doidge,224965,24,Wales,ST,270000
14889,B. Allen,231877,23,United States,ST,300000
14890,B. Gyamfi,235205,21,Ghana,CB,325000
14891,L. Martínez,239301,19,Argentina,CB,400000
14892,L. Compagnucci,226246,21,Argentina,CM,325000
14893,Ryang Yong Gi,194248,35,Korea DPR,ST,90000
14894,B. Soumaré,239817,18,France,CDM,425000
14895,B. Morris,212682,21,England,CDM,375000
14896,G. Thompson,151498,36,England,LW,70000
14897,Kaiser,235978,21,Spain,CB,280000
14898,R. Dunk,237259,23,United States,LB,270000
14899,Sillero,237515,21,Spain,ST,325000
14900,N. Temperini,231116,22,Argentina,GK,240000
14901,Tanis,240588,21,Spain,GK,260000
14902,A. Redmayne,183244,28,Australia,GK,150000
14903,S. Braun,211917,28,Germany,CDM,170000
14904,G. Honeyman,216270,22,England,CAM,300000
14905,G. Mancini,229582,21,Italy,CB,270000
14906,V. Voisin,230862,21,France,CM,425000
14907,M. Tsintsadze,237774,22,Georgia,CM,290000
14908,M. Gliwa,185038,29,Poland,GK,140000
14909,J. Morias,210639,21,Jamaica,RM,350000
14910,P. Farman,212175,27,England,GK,170000
14911,Erin Pinheiro,231119,19,Cape Verde,CM,300000
14912,S. Juklerød,232655,23,Norway,RW,260000
14913,Leonardo Rocha,240847,19,Portugal,ST,325000
14914,W. Aimson,218576,23,Wales,CB,260000
14915,G. Al Shelali,227792,23,Saudi Arabia,CM,250000
14916,Diego Ferraresso,235472,25,Brazil,RB,220000
14917,M. Camara,237520,20,Guinea,RB,400000
14918,D. Avounou,239312,19,Congo,CDM,350000
14919,G. Clemens,239824,28,Mexico,ST,210000
14920,G. Rolando,235474,22,Italy,LWB,260000
14921,Deng Hanwen,237010,22,China PR,RB,0
14922,M. Epps,237266,22,United States,LM,325000
14923,M. Vargas,228819,20,Argentina,CAM,450000
14924,T. Handwerker,239571,19,Germany,LM,400000
14925,J. Adão,199892,24,Switzerland,CDM,270000
14926,J. Laso,226772,26,Argentina,CB,180000
14927,S. Harrison,228053,19,England,ST,450000
14928,N. Bazzana,238037,21,Argentina,CB,270000
14929,J. Slew,202198,24,England,LM,280000
14930,B. Tuiloma,220886,22,New Zealand,CB,240000
14931,G. Doherty,186838,35,Northern Ireland,GK,50000
14932,N. Gétaz,194006,26,Switzerland,CB,240000
14933,C. McDermott,232920,19,Republic of Ireland,CB,400000
14934,I. Melnikov,240088,20,Russia,RM,290000
14935,M. Cramer,201433,25,Denmark,LB,230000
14936,L. Joyce,173785,29,England,CDM,200000
14937,A. Majrashi,240857,19,Saudi Arabia,LM,325000
14938,Nil Coch,241113,19,Spain,CB,300000
14939,M. Bean,139482,33,Jamaica,CDM,120000
14940,F. Escales,232410,21,France,GK,325000
14941,M. Köhlert,233178,19,Germany,LM,450000
14942,O. Saraçoğlu,240090,19,Turkey,CM,450000
14943,Viedma,240858,18,Spain,CM,350000
14944,A. Yates,184794,34,England,RB,60000
14945,N. Keown,218587,22,Republic of Ireland,RB,300000
14946,F. Sittsam,215517,22,Austria,CB,325000
14947,H. Kyprianou,221149,20,Cyprus,CB,325000
14948,M. Rodríguez,221405,21,Mexico,RM,290000
14949,T. Uzan,225758,23,Turkey,ST,325000
14950,Víctor Narro,237022,18,Spain,ST,425000
14951,P. Wlazło,199647,28,Poland,RM,210000
14952,M. Folivi,227807,19,England,ST,450000
14953,P. Szarek,234975,21,Poland,CB,280000
14954,J. Tyson,200416,27,Australia,GK,140000
14955,J. Palacios,214241,29,Colombia,LM,200000
14956,J. Deom,233953,18,Belgium,CAM,425000
14957,E. De Santis,236769,19,Italy,RB,400000
14958,C. Antwi-Adjej,239073,23,Germany,LW,280000
14959,J. Simpson,230882,20,England,CB,425000
14960,F. Ghazi,232674,23,Saudi Arabia,LB,240000
14961,T. Davies,222947,25,England,CB,230000
14962,P. Förster,237540,22,Germany,CM,300000
14963,J. Pepper,209893,25,Australia,RB,220000
14964,M. Demir,239333,19,Turkey,RM,400000
14965,J. Silva,228070,19,Argentina,CM,290000
14966,D. Brewster,229350,19,England,ST,400000
14967,J. O'Doherty,236006,19,Australia,RW,300000
14968,R. Husić,222695,21,Germany,GK,240000
14969,V. Arboleda,227815,20,Colombia,ST,375000
14970,C. Theisen,238567,24,Germany,CDM,270000
14971,A. López,239591,21,Mexico,CM,325000
14972,Gonzalo Pereira,241127,20,Spain,CDM,290000
14973,R. Murray,194791,25,Republic of Ireland,ST,260000
14974,Yoon Dong Min,202984,28,Korea Republic,ST,210000
14975,J. Mosquera,229352,25,Colombia,GK,190000
14976,M. Bruintjes,231400,21,Netherlands,LB,280000
14977,L. Vido,237544,20,Italy,ST,400000
14978,O. Dytyatev,239848,28,Ukraine,CB,190000
14979,A. Razeek,216297,22,Sri Lanka,LM,325000
14980,A. Nemane,223977,19,France,LM,450000
14981,C. Rosel,227817,21,Mexico,LM,375000
14982,R. Herrmann,239337,23,Germany,LM,280000
14983,A. Al Suwat,232682,22,Saudi Arabia,RM,300000
14984,J. Smith,183530,30,England,CAM,150000
14985,N. Lancini,211179,23,Italy,CB,230000
14986,M. Cavion,212459,22,Italy,LW,290000
14987,S. Martelli,225516,21,Argentina,CM,375000
14988,C. Zamora,240108,21,Mexico,CB,290000
14989,A. Castro-Montes,233965,20,Belgium,CAM,375000
14990,A. Benedetti,234989,25,Italy,LB,210000
14991,L. Hemmerich,239341,19,Germany,RB,450000
14992,E. García,240109,19,Mexico,CB,350000
14993,Felipe,240877,19,Spain,CB,325000
14994,H. Heath,219886,21,England,CDM,280000
14995,W. Boyle,224238,21,Scotland,CB,250000
14996,D. Martínez,226542,27,Colombia,GK,180000
14997,Barbero,240878,20,Spain,CM,325000
14998,H. Mitsumaru,232687,23,Japan,LB,220000
14999,J. Collins,241135,22,Nigeria,LM,240000
15000,A. Amadi-Holloway,203504,24,Wales,ST,280000
15001,S. Bourard,217584,21,Belgium,CAM,300000
15002,E. Franco,232688,22,Argentina,CM,290000
15003,G. Lazarte,240368,19,Argentina,LB,350000
15004,T. Piermayr,183792,27,Austria,RB,210000
15005,M. Mandron,204785,22,Scotland,ST,325000
15006,A. Munksgaard,229873,19,Denmark,RB,250000
15007,D. Alampasu,234993,20,Nigeria,GK,240000
15008,U. Tavares,226290,24,Mexico,ST,280000
15009,G. Moncini,220915,21,Italy,LW,375000
15010,M. Lund,224499,20,England,CB,280000
15011,R. Alvarado,237043,18,Mexico,CAM,290000
15012,A. Anastasio,240627,20,Italy,LM,300000
15013,B. Hansen,241139,23,Denmark,CB,240000
15014,M. Richter,238068,19,Germany,ST,400000
15015,D. Šarić,240628,20,Bosnia Herzegovina,CM,290000
15016,D. Nazon,227573,23,Haiti,RM,300000
15017,L. van Dijk,240629,21,Netherlands,CDM,290000
15018,D. Mejía,182261,33,Mexico,CM,120000
15019,C. Mosca,221686,26,Argentina,CDM,220000
15020,G. Villar,237046,22,Argentina,GK,230000
15021,A. Al Fahad,220919,25,Saudi Arabia,CM,250000
15022,G. Scalera,225015,19,Italy,RB,400000
15023,C. Ward,222456,22,England,CAM,280000
15024,K. Hinds,225784,19,England,ST,450000
15025,Sito Riera,172024,33,Spain,CM,120000
15026,G. Miller,231929,18,England,ST,270000
15027,J. van der Sar,240889,19,Netherlands,GK,280000
15028,R. Kurisawa,232954,34,Japan,CDM,60000
15029,O. Kudryk,237050,20,Ukraine,GK,260000
15030,A. Berry,232187,19,Australia,CDM,280000
15031,A. Badji,237563,19,Senegal,ST,325000
15032,M. Ferreyra,241147,21,Argentina,CB,270000
15033,G. Morrissey,206332,25,Republic of Ireland,CM,270000
15034,Javi Díaz,236028,20,Spain,GK,290000
15035,S. Adekoya,237308,21,United States,RM,300000
15036,A. Asante,201981,24,Netherlands,ST,280000
15037,G. Green,212733,21,England,ST,280000
15038,J. Murillo,214013,25,Colombia,LB,210000
15039,V. Tranberg,233213,20,Denmark,CB,250000
15040,Joel Arimany,231166,19,Spain,ST,450000
15041,T. Archibald,238846,19,Scotland,LW,450000
15042,M. Karpov,239870,22,Russia,CB,260000
15043,W. Meyiwa,240126,17,South Africa,CDM,400000
15044,D. Reimann,228607,20,Germany,GK,375000
15045,C. De Norre,231423,20,Belgium,LB,290000
15046,J. Devitt,189695,26,Republic of Ireland,CM,220000
15047,B. White,231936,19,England,CB,300000
15048,E. Goshev,228097,20,Russia,GK,280000
15049,T. Plavotic,237570,20,Croatia,CB,300000
15050,J. Maguire-Drew,228356,19,England,LM,325000
15051,J. Cruz,239620,18,Mexico,CB,220000
15052,B. Kantarovski,186884,25,Australia,CB,160000
15053,J. Morrell,220677,20,Wales,CM,240000
15054,A. Bellemo,220933,21,Italy,CM,230000
15055,C. Rubio Sivodedov,222469,19,Sweden,CM,325000
15056,J. Celaya,239621,18,Mexico,LM,260000
15057,Idrisa Sambú,240901,19,Portugal,RW,325000
15058,O. Rommens,238854,22,Belgium,CDM,210000
15059,Sergio Benito,240902,18,Spain,ST,325000
15060,J. Robinson,221447,23,United States,CB,180000
15061,J. Rasheed,222471,25,Norway,GK,140000
15062,B. Collins,225543,20,England,GK,220000
15063,G. McEachran,241160,16,England,CM,300000
15064,E. Ekpolo,224009,22,Nigeria,CB,170000
15065,S. Surridge,234249,18,England,ST,280000
15066,M. Cortés,236297,20,Colombia,LM,300000
15067,K. Tagawa,238345,18,Japan,ST,250000
15068,H. Hope,200714,23,England,LW,210000
15069,D. Markey,227082,20,Republic of Ireland,CAM,300000
15070,João Oliveira,228875,21,Switzerland,LM,250000
15071,C. James,229643,19,England,CB,300000
15072,D. Ladan,240139,17,Netherlands,ST,300000
15073,E. Stokes,219660,21,Republic of Ireland,ST,270000
15074,S. Lauper,229900,20,Switzerland,CB,280000
15075,C. Jordan,234252,18,England,CB,290000
15076,M. Al Khodary,210701,25,Saudi Arabia,CM,170000
15077,T. Heardman,228365,21,England,ST,230000
15078,H. Souttar,229901,18,Scotland,CB,290000
15079,B. Gschweidl,224270,21,Austria,ST,240000
15080,J. Lyden,224526,21,Australia,CM,250000
15081,D. Parra,235534,17,Mexico,LB,270000
15082,I. Zamora,239630,21,Mexico,LM,230000
15083,B. Sabovic,227855,19,Sweden,CM,290000
15084,H. Yamamoto,232975,37,Japan,CB,20000
15085,F. Pavoni,240656,17,Italy,GK,250000
15086,L. Fasan,221457,23,Italy,GK,150000
15087,J. Williams,224017,21,Wales,CDM,250000
15088,A. Andersson,227601,20,Sweden,CM,250000
15089,E. Sánchez,235537,17,Mexico,ST,300000
15090,E. Hedvall,192273,34,Sweden,GK,60000
15091,F. Álvarez,227602,24,Argentina,ST,220000
15092,I. Wilson,230162,18,Scotland,CB,290000
15093,O. Richards,235026,18,England,LB,290000
15094,T. Tsuda,232979,36,Japan,CB,20000
15095,A. May,237332,23,England,ST,220000
15096,J. Rijkers,240148,18,Netherlands,LW,230000
15097,F. Boya,237077,21,Cameroon,RM,240000
