,Name,ID,Age,Nationality,Overall,Potential,primary_pos
16258,A. Azbague,230571,22,Morocco,57,67,LM
16259,Jong Il Gwan,218284,24,Korea DPR,57,62,ST
16260,U. Fredriksen,238508,18,Norway,57,71,CB
16261,L. Fitzgerald,184492,28,Republic of Ireland,57,57,LB
16262,S. Takahashi,232621,21,Japan,57,67,RM
16263,C. Miller,227759,19,Scotland,57,75,ST
16264,A. Pucheta,235952,22,Argentina,57,64,CB
16265,L. Nash,240048,21,England,57,65,ST
16266,M. Salmon,189872,28,Republic of Ireland,57,57,CM
16267,J. Adelson,231603,21,Australia,57,68,RB
16268,C. Brown,231859,25,United States,57,63,GK
16269,A. Koita,239028,18,Belgium,57,74,LM
16270,F. Britos,236725,21,Argentina,57,67,CDM
16271,D. Suga,237749,18,Japan,57,74,RW
16272,M. Lansing,239797,23,United States,57,66,GK
16273,F. Pardo,238518,20,Argentina,57,68,CB
16274,R. Holden,233655,19,Northern Ireland,57,74,CM
16275,A. Beestin,235703,19,England,57,64,ST
16276,P. Millien,208312,31,Haiti,57,57,LM
16277,Z. Faour,224952,19,Sweden,57,74,ST
16278,D. Minz,240056,18,Germany,57,68,CB
16279,I. Paro,240312,22,Burkina Faso,57,67,CB
16280,T. Iida,237753,22,Japan,57,64,RB
16281,Ahn Joong Geun,238265,23,Korea Republic,57,62,ST
16282,J. Brown,213434,22,Jamaica,57,68,CAM
16283,R. Renner,223676,23,Austria,57,64,LM
16284,A. Pearce,225981,20,Australia,57,71,GK
16285,E. Amenyido,240829,19,Germany,57,71,LW
16286,D. Wilson,223167,20,England,57,68,ST
16287,A. Madiani,226239,21,France,57,64,RM
16288,V. Grodås,198337,25,Norway,57,62,LWB
16289,Kim Dong Gi,208065,28,Korea Republic,57,57,ST
16290,T. Vialla,228289,21,France,57,67,RM
16291,J. Balanta,222146,20,Colombia,57,67,ST
16292,Park Yi-Young,237507,23,Korea Republic,57,66,CB
16293,V. Zigrossi,225477,20,Italy,57,72,CB
16294,A. Samizadeh,233669,18,Iran,57,74,ST
16295,M. Yandaş,240837,22,Turkey,57,64,CDM
16296,L. Bezzat,238023,20,Netherlands,57,68,RW
16297,L. Burke,233416,19,England,57,77,RB
16298,A. Ba Masoud,240328,21,Saudi Arabia,57,70,LB
16299,V. Bogaerts,238025,19,Netherlands,57,70,LW
16300,T. Demol,240073,19,Belgium,57,72,CAM
16301,B. Taz,240329,18,Germany,57,78,RM
16302,B. Dione,240074,20,Belgium,57,67,ST
16303,G. Shaw,201419,25,Republic of Ireland,57,62,ST
16304,R. Nzeza,240075,18,France,57,73,CB
16305,N. Castrillón,224460,21,Colombia,57,69,RB
16306,T. Ivanof,239308,19,Belgium,57,71,LW
16307,A. Maksimenko,240844,21,Russia,57,68,ST
16308,J. Skomsøy Bjerkås,236749,24,Norway,57,63,CB
16309,C. González,237773,19,Mexico,57,67,RB
16310,J. Pirttijoki,238285,20,Finland,57,66,CB
16311,A. Gogić,216526,23,Cyprus,57,65,CDM
16312,L. Matarrese,240078,20,Belgium,57,69,CB
16313,C. Mafoumbi,213967,23,France,57,63,GK
16314,B. Fox,235216,19,England,57,73,CM
16315,A. Kovačević,239568,23,Bosnia Herzegovina,57,63,CB
16316,T. Chakwana,240336,18,England,57,70,RM
16317,Y. Ivakin,240848,18,Russia,57,72,RM
16318,P. Borisov,240849,19,Russia,57,70,LB
16319,S. Pedersen,231122,18,Norway,57,68,ST
16320,I. Al Shehri,231890,21,Saudi Arabia,57,67,LM
16321,O. Jackson,233939,18,England,57,72,CB
16322,A. Hoven,238035,19,Norway,57,70,RM
16323,D. Buranov,240852,21,Russia,57,66,CM
16324,J. Crowe,225750,19,Republic of Ireland,57,71,RB
16325,S. Akinola,237014,24,Nigeria,57,62,LM
16326,C. Hendry,240599,19,Scotland,57,74,ST
16327,E. Andersson,226521,20,Sweden,57,68,CDM
16328,Jung Seung Yong,202970,26,Korea Republic,57,58,LWB
16329,T. Conlon,220635,21,England,57,67,CM
16330,N. Mingiedi,232667,19,Belgium,57,69,RB
16331,A. Borkovic,235995,18,Austria,57,72,CB
16332,V. Karakuş,236252,19,Turkey,57,74,GK
16333,M. Pais,238300,26,United States,57,62,GK
16334,N. Al Shenashini,238812,21,Saudi Arabia,57,68,RB
16335,D. Barlaser,227806,20,Turkey,57,71,CAM
16336,S. Shome,237279,19,Canada,57,69,CM
16337,A. Andreasson,221920,23,Sweden,57,63,CM
16338,K. Al Muwallad,239840,22,Saudi Arabia,57,59,RM
16339,R. Etheridge,219873,22,England,57,66,GK
16340,N. Besler,226785,24,United States,57,64,CM
16341,M. Al Haidari,232673,21,Saudi Arabia,57,67,GK
16342,T. Fukumitsu,237793,25,Japan,57,57,CM
16343,C. Calderón,233954,20,Mexico,57,70,LB
16344,T. Kishimoto,237794,19,Japan,57,71,ST
16345,K. Rüegg,240099,18,Switzerland,57,74,CM
16346,E. Öztürk,236004,21,Germany,57,66,CM
16347,M. Nilsson,207589,23,Sweden,57,65,GK
16348,J. Thorniley,229349,20,England,57,68,CB
16349,R. Jendrusch,235237,21,Germany,57,67,GK
16350,Dudu,233702,21,Brazil,57,66,ST
16351,M. Jackson,192230,26,England,57,58,ST
16352,D. Cogill,239847,19,England,57,69,LB
16353,N. Herranz,234216,23,Argentina,57,65,CB
16354,K. Wootton,225001,20,England,57,64,ST
16355,D. López,240105,17,Mexico,57,69,ST
16356,D. Margush,231914,19,Australia,57,71,GK
16357,S. Haugen,233707,19,Norway,57,70,ST
16358,C. Yıldız,224748,22,Germany,57,66,RM
16359,A. Yarmolitskiy,226028,23,Russia,57,66,CB
16360,T. Akahoshi,232684,33,Japan,57,57,GK
16361,N. Trott,238060,18,England,57,75,GK
16362,R. Lowry,236525,23,Australia,57,64,RB
16363,T. Muramatsu,232942,27,Japan,57,57,CB
16364,S. Smith,235247,19,England,57,73,ST
16365,B. Ashley-Seal,226800,18,England,57,65,ST
16366,E. Monthe,217332,22,Cameroon,57,63,CB
16367,B. Vliet,239349,19,Netherlands,57,70,LB
16368,T. Clarke,231926,19,Republic of Ireland,57,74,LB
16369,R. Menayese,240886,19,Wales,57,65,CB
16370,T. Sufyani,225271,25,Saudi Arabia,57,60,RM
16371,S. Mavididi,225783,19,England,57,70,LM
16372,M. Djenepo,237560,19,Mali,57,71,CAM
16373,H. Smith,236025,22,England,57,67,ST
16374,L. Plogmann,240123,17,Germany,57,81,GK
16375,R. Kaib,235516,20,Sweden,57,69,LB
16376,S. Adrian,236540,19,Sweden,57,69,CDM
16377,N. Awassi,236796,19,Germany,57,71,CB
16378,C. Omeje,237052,27,Nigeria,57,58,ST
16379,G. Mancuso,237820,19,Argentina,57,69,CM
16380,I. Dresevic,235519,20,Sweden,57,68,CB
16381,D. Mitov,225280,20,Bulgaria,56,65,GK
16382,M. Pałaszewski,224257,19,Poland,56,67,CM
16383,J. Maddison,226049,22,England,56,66,GK
16384,A. Edun,229378,19,England,56,70,CM
16385,L. Nilsen,210691,22,Norway,56,66,LW
16386,R. Broom,229123,20,Wales,56,63,RM
16387,L. de la Torre,229379,19,United States,56,73,CAM
16388,W. Tomlinson,230148,19,England,56,71,CM
16389,W. Percevaux,241156,18,France,56,67,GK
16390,K. Duncan,236038,19,United States,56,68,RB
16391,D. Kelly-Evans,226055,20,England,56,71,CAM
16392,J. Pourtau,237575,17,Argentina,56,75,GK
16393,B. Brusselers,238855,18,Netherlands,56,71,CAM
16394,F. Scarsella,193543,27,Italy,56,56,CM
16395,J. Lumley,217096,22,England,56,65,GK
16396,M. Berisha,237321,19,Kosovo,56,73,ST
16397,M. Schillings,240137,19,Belgium,56,70,CB
16398,K. Okanishi,232970,26,Japan,56,60,GK
16399,M. Nicolas,235018,19,Germany,56,74,GK
16400,A. Diakhate,230667,18,Senegal,56,76,CM
16401,C. Fernandez,226574,20,United States,56,68,CM
16402,Jo Yong Jae,238606,19,Korea Republic,56,68,RW
16403,Y. Frick,239887,19,Liechtenstein,56,70,ST
16404,J. Montaño,240399,24,Colombia,56,62,RB
16405,C. McGuigan,198928,27,Republic of Ireland,56,59,CB
16406,D. Sauerland,223761,20,Germany,56,68,LM
16407,A. Al Amoudi,216082,30,Saudi Arabia,56,56,RM
16408,A. Dossena,237586,18,Italy,56,71,CB
16409,D. Jończy,238356,20,Poland,56,69,CB
16410,T. Owen-Evans,225558,20,Wales,56,71,CM
16411,S. Ingelsson,229910,19,Sweden,56,72,RM
16412,M. Pejić,237590,22,Croatia,56,61,LB
16413,J. Soladio,241177,19,Belgium,56,68,ST
16414,C. Carletti,237596,20,Italy,56,64,ST
16415,M. Layer,238620,18,Germany,56,71,GK
16416,L. Marseiler,240156,20,Germany,56,66,RM
16417,L. Maloney,240669,17,Germany,56,79,RM
16418,R. Åstedt,237854,21,Sweden,56,61,CB
16419,Y. Kato,232480,19,Japan,56,72,GK
16420,A. Kalabane,237856,21,Guinea,56,63,CM
16421,W. De Havilland,218657,22,England,56,63,CB
16422,V. Kusej,241186,17,Czech Republic,56,79,ST
16423,J. Neumann,239396,19,Germany,56,66,RM
16424,G. O'Brien,181796,32,Republic of Ireland,56,56,RB
16425,R. Mierez,233509,20,Argentina,56,70,ST
16426,P. Schmidt,235301,18,Austria,56,74,ST
16427,E. Wearen,193317,24,Republic of Ireland,56,62,CDM
16428,D. Olsson,223270,20,Sweden,56,68,GK
16429,M. Østvold,228390,19,Norway,56,66,CM
16430,D. Devine,230950,19,England,56,65,CM
16431,Y. Ben El-Mhanni,235046,21,England,56,65,LM
16432,Y. Maleh,236838,18,Italy,56,74,CM
16433,H. Isted,222503,20,England,56,70,GK
16434,R. Watson,200744,23,England,56,62,CDM
16435,J. Hatlehol,228392,20,Norway,56,63,CM
16436,E. Robson,230697,20,England,56,65,CM
16437,M. McInally,226602,19,Scotland,56,68,RB
16438,L. Reis,240683,17,Netherlands,56,76,CM
16439,J. McDonagh,225068,21,Northern Ireland,56,66,ST
16440,T. van de Looi,240685,17,Netherlands,56,73,CM
16441,A. Rawls,233262,25,United States,56,62,GK
16442,Lee Myeong Geon,237103,22,Korea Republic,56,64,CDM
16443,J. Dolný,240431,25,Slovakia,56,59,ST
16444,M. Volpe,240688,19,Italy,56,70,ST
16445,D. Stynes,241200,18,Australia,56,67,CAM
16446,M. Daube,239665,19,Germany,56,67,RM
16447,S. Gutiérrez,235826,19,Colombia,56,65,RM
16448,T. Müsel,239666,17,Germany,56,72,ST
16449,R. McEvoy,198453,26,Republic of Ireland,56,57,CM
16450,K. Colvey,233269,23,New Zealand,56,64,CB
16451,L. Lingman,234294,19,Finland,56,67,CM
16452,P. O'Conor,199480,29,Republic of Ireland,56,56,LB
16453,M. Urynowicz,228921,21,Poland,56,63,CAM
16454,T. Nozawa,191545,35,Japan,56,56,LM
16455,L. Lauberbach,239418,19,Germany,56,66,CAM
16456,M. Melluso,240956,19,Argentina,56,71,LB
16457,T. Hornby-Forbes,226109,21,England,56,68,RWB
16458,G. Rizzo,240445,20,Germany,56,67,ST
16459,P. Dziczek,224062,19,Poland,56,63,CDM
16460,C. Goslin,237886,17,United States,56,79,CAM
16461,J. Salih,240191,19,Sweden,56,64,CM
16462,K. Cantwell,226112,22,Republic of Ireland,56,62,CB
16463,T. Baack,229184,18,Germany,56,72,CDM
16464,M. Ranmark,240192,21,Norway,56,64,GK
16465,J. Nicholson,232002,22,England,56,65,LM
16466,V. Hammershøj-Mistrati,239170,25,Denmark,56,61,CM
16467,D. Thomas,221764,21,Scotland,56,66,CM
16468,E. Pavlidis,229188,18,Greece,56,75,CAM
16469,L. Zigi,229956,20,Ghana,56,73,GK
16470,P. Bochniewicz,220230,21,Poland,56,69,CB
16471,D. Lyon,224582,22,Scotland,56,66,CDM
16472,C. Rúa,232006,25,Colombia,56,57,CM
16473,S. Kawamata,191559,27,Japan,56,56,GK
16474,P. Mailey,207688,29,Republic of Ireland,56,57,CB
16475,H. Smolders,239688,19,Belgium,56,68,CB
16476,N. Feely,234825,25,Australia,56,61,GK
16477,J. Henriksen,201291,26,Denmark,56,58,RWB
16478,N. Chesmain,231755,19,England,56,69,LB
16479,A. Poulsen,236875,17,Denmark,56,69,LB
16480,T. Gjertsen,240206,25,Norway,56,59,LW
16481,A. De Oliveira Maia,230735,19,France,56,68,ST
16482,N. Batalla,227152,19,Colombia,56,68,ST
16483,D. Geiger,238928,33,Germany,56,56,CB
16484,Y. Zummack,224593,21,Germany,56,62,GK
16485,R. Feely,225873,20,Republic of Ireland,56,67,CB
16486,R. Scully,215635,24,Scotland,56,64,GK
16487,M. Wegmann,239700,18,Germany,56,67,CB
16488,C. Rojas,237653,19,Colombia,56,65,ST
16489,H. Taylor,229719,20,England,56,65,CM
16490,M. Díaz,240983,27,Argentina,56,59,GK
16491,C. Kenny,231256,27,Republic of Ireland,56,57,CM
16492,T. Al Khudair,216153,29,Saudi Arabia,56,56,CDM
16493,Alan,239705,20,Brazil,56,67,ST
16494,S. Toufiqui,240474,20,France,56,67,LM
16495,H. Cornick,216155,22,England,56,68,RM
16496,M. Capitani,240731,21,Italy,56,63,CM
16497,J. Hall,212061,22,Australia,56,64,GK
16498,C. Ogbene,231005,20,Republic of Ireland,56,68,ST
16499,L. Lobjoit,207710,22,England,56,65,LM
16500,J. Bachmann,224094,21,Germany,56,61,CB
16501,R. Jurado,239456,20,Mexico,56,66,CM
16502,K. Chinen,237665,22,Japan,56,63,ST
16503,N. Pejović,240737,18,Serbia,56,76,CB
16504,Y. Achter,240994,20,Belgium,56,66,LM
16505,Y. Bourhane,240227,18,France,56,70,CM
16506,B. Igiehon,239204,23,Switzerland,56,62,ST
16507,F. Di Mariano,220517,21,Italy,56,63,RW
16508,B. Chapman,237158,18,England,56,65,CM
16509,J. Williams,237415,17,England,56,78,CB
16510,G. Bizzotto,228714,20,Italy,56,66,ST
16511,G. Gerkondani,240491,19,Norway,56,71,ST
16512,Spinola,240492,21,Cape Verde,56,63,CM
16513,D. Alessi,221549,19,Australia,56,66,CB
16514,S. Brodersen,222829,20,Germany,56,67,GK
16515,H. Valencia,227437,20,Colombia,56,71,RM
16516,H. Al Watyan,230765,20,Saudi Arabia,56,68,GK
16517,I. Samba,232557,19,France,56,69,RB
16518,F. Dietz,238957,18,Germany,56,74,ST
16519,P. Mullin,214896,22,England,56,61,CAM
16520,M. Beye,224880,21,Senegal,56,62,CB
16521,J. Jiménez,225904,21,Colombia,56,68,GK
16522,H. Campbell,230001,21,England,56,69,GK
16523,I. Chicco,232817,21,Argentina,56,70,GK
16524,G. Poynton,222322,19,Republic of Ireland,56,65,CDM
16525,H. Nakabayashi,237426,31,Japan,56,56,GK
16526,Pedro Pacheco,240244,20,Portugal,56,72,CB
16527,J. Hunt,214902,26,England,56,57,LM
16528,E. Balcombe,236663,17,England,56,72,GK
16529,D. Pawłowski,239735,18,Poland,56,68,RB
16530,C. Chettle,232312,20,England,56,71,CDM
16531,L. Rivas,236664,17,Argentina,56,78,CAM
16532,M. Janssens,228985,19,Belgium,56,69,GK
16533,D. Rugašević,240505,26,Croatia,56,58,LB
16534,J. Hallahan,240761,18,England,56,71,CM
16535,J. Cotterill,240762,18,England,56,71,CB
16536,G. Pender,207995,23,Republic of Ireland,56,62,ST
16537,A. Fox,230779,24,England,56,60,LM
16538,J. Taylor,233851,19,England,56,71,RB
16539,R. Velazco,236411,24,United States,56,63,ST
16540,R. Takano,237436,22,Japan,56,59,LB
16541,J. Díaz,241022,19,Argentina,56,69,CB
16542,A. Samuel,222848,21,Wales,56,67,RM
16543,T. Elsebutangen,235907,19,Norway,56,72,ST
16544,K. Rozo,232836,22,United States,56,63,CAM
16545,B. Mugabi,209285,22,England,56,68,RB
16546,M. Al Mutlaq,232325,19,Saudi Arabia,56,70,RB
16547,S. McMann,226438,20,Scotland,56,70,CB
16548,J. Stingl,241030,20,Germany,56,67,CDM
16549,S. Grønning,234631,20,Denmark,56,66,ST
16550,N. Awuku,238983,17,Germany,56,75,RM
16551,R. Watanabe,239495,20,Japan,56,72,CAM
16552,E. Embleton,235913,18,England,56,72,CM
16553,A. Basuljevic,237449,21,United States,56,66,CAM
16554,D. Stückler,222858,20,Denmark,56,72,ST
16555,N. Giménez,226698,21,Argentina,56,66,CM
16556,D. Deakin,237962,23,England,56,63,CM
16557,F. Karatas,240011,19,Belgium,56,73,CAM
16558,D. Petravičius,225420,21,Lithuania,56,63,RM
16559,C. Rose,237709,18,England,56,67,CB
16560,M. Ludwig,238733,18,Germany,56,68,ST
16561,R. Clarke,237200,21,Jamaica,56,65,CB
16562,S. Wright,224915,19,Scotland,56,69,RM
16563,J. Sbarra,236437,18,England,56,76,CM
16564,C. Gallagher,221591,25,Republic of Ireland,56,60,GK
16565,W. Sasaki,232855,20,Japan,56,66,LW
16566,Eun Seong Soo,232600,24,Korea Republic,56,63,CM
16567,L. Rogerson,231065,19,New Zealand,56,68,CAM
16568,S. Parlati,240025,20,Italy,56,68,LM
16569,J. Ramos,226459,20,Uruguay,56,65,LB
16570,J. Rikemberg,236701,18,Argentina,56,74,ST
16571,L. Grabovac,239005,19,Austria,56,74,CAM
16572,M. Currarino,239774,24,Italy,56,61,ST
16573,N. Lemaître,228255,20,France,56,68,GK
16574,L. Conlan,208544,22,Northern Ireland,56,62,LM
16575,D. Grange,234400,21,France,56,68,GK
16576,S. Ruiz,228769,19,Colombia,56,72,LB
16577,T. Attis,236961,17,Argentina,56,73,ST
16578,D. Conroy,213667,21,England,56,67,CB
16579,K. Jackson,216227,23,England,56,62,ST
16580,M. Al Huthaifi,238499,19,Saudi Arabia,56,68,ST
16581,A. Ranieri,232100,20,France,56,69,LW
16582,J. Kanayama,237733,29,Japan,56,56,GK
16583,S. Patton,226726,21,Northern Ireland,56,63,GK
16584,W. Brown,151208,40,England,56,56,GK
16585,M. Munetsi,235432,21,Zimbabwe,56,66,CB
16586,O. Albayrak,239785,20,Denmark,56,64,RM
16587,B. Lerch,229802,21,Germany,56,66,GK
16588,J. Gabriel,232106,18,England,56,71,RB
16589,G. Cundle,226731,20,England,56,67,ST
16590,K. Martin,220588,22,Switzerland,56,67,GK
16591,K. Fukai,237742,22,Japan,56,64,CDM
16592,H. Benkaïd,237231,27,France,56,56,ST
16593,L. Kosakiewicz,239536,26,Poland,56,56,RM
16594,N. Benavidez,215986,25,Argentina,56,59,LB
16595,A. Verdugo,238514,19,Argentina,56,67,CM
16596,Z. Messoudi,216243,23,Canada,56,63,CM
16597,A. Eichhorn,240310,18,Germany,56,66,RB
16598,M. Wood,224951,19,England,56,73,LB
16599,B. Colula,229303,21,Mexico,56,66,RB
16600,F. Schubert,229816,22,Austria,56,65,ST
16601,J. Turley,189625,27,England,56,56,RB
16602,N. Boyle,222906,23,Republic of Ireland,56,65,RW
16603,D. Zieliński,238778,20,Poland,56,62,CAM
16604,C. Libertiaux,239546,19,Belgium,56,68,GK
16605,D. Pipe,138427,33,Wales,56,56,RB
16606,K. Ichimi,232635,19,Japan,56,70,ST
16607,C. Egbuchulam,239291,25,Nigeria,56,61,ST
16608,M. Schevenels,239549,17,Belgium,56,76,GK
16609,J. Baraye,223166,20,Senegal,56,67,LM
16610,J. Lotomba,234686,18,Switzerland,56,77,RB
16611,P. Dárdai,238271,18,Germany,56,75,LM
16612,O. Ba,240064,21,Senegal,56,65,CDM
16613,O. Tejeda,186305,28,Mexico,56,56,LM
16614,H. Gunnlaugsson,240324,22,Iceland,56,64,RM
16615,Y. Uekusa,181702,34,Japan,56,56,GK
16616,H. Monaghan,231879,24,Scotland,56,63,RB
16617,T. Koga,234184,18,Japan,56,68,CB
16618,K. Oshima,232906,21,Japan,56,68,ST
16619,J. Holland,237258,24,England,56,63,CM
16620,J. Bataille,239306,18,Belgium,56,72,RW
16621,A. Accardi,229579,21,Italy,56,63,CB
16622,M. Agaronyan,240845,18,Armenia,56,72,ST
16623,P. Petlach,241101,18,Austria,56,70,CB
16624,L. Malagón,232654,20,Mexico,56,68,GK
16625,S. Takahashi,232910,25,Japan,56,61,CB
16626,M. Yamada,233678,22,Japan,56,64,CB
16627,T. Tarcan,240079,19,Turkey,56,66,RW
16628,B. Jacobsen,240335,23,Denmark,56,60,CM
16629,M. Veenhoven,240591,19,Netherlands,56,65,CM
16630,M. Al Olayan,211152,22,Saudi Arabia,56,62,CDM
16631,Y. Vandersmissen,240080,19,Belgium,56,67,LB
16632,J. Edwards,225234,20,England,56,70,ST
16633,R. Normatov,240850,19,Russia,56,70,RB
16634,V. Aleynikov,240083,22,Russia,56,60,CDM
16635,A. Osipov,240851,18,Russia,56,70,CB
16636,T. Sibbick,236244,18,England,56,68,RB
16637,C. Ainley,226261,19,England,56,73,CAM
16638,J. Bonner,232150,25,Republic of Ireland,56,59,LM
16639,D. Breitfelder,238806,20,Germany,56,66,ST
16640,A. Birch,231639,20,England,56,63,RB
16641,M. Qvist,237015,24,Denmark,56,62,LM
16642,S. Griffin,218585,22,Republic of Ireland,56,65,LW
16643,D. Zanatta,231385,20,Canada,56,71,LM
16644,O. Iyoha,236761,19,Japan,56,75,CB
16645,T. Te Duits,240601,18,Netherlands,56,72,GK
16646,O. Abildgaard,229082,21,Denmark,56,66,CM
16647,M. Miño,238298,19,Argentina,56,73,GK
16648,G. Blackwood,225756,20,Australia,56,66,RM
16649,C. Lokolingoy,235741,20,Australia,56,70,RW
16650,A. Reid,237278,17,Canada,56,67,ST
16651,M. Asiri,231647,24,Saudi Arabia,56,60,GK
16652,J. Kaye,232672,21,France,56,65,ST
16653,M. İnan,237536,17,Turkey,56,70,CM
16654,M. Iliadis,235745,21,Greece,56,66,GK
16655,E. Ngassaki Ndongo,239585,20,Congo,56,65,ST
16656,J. Laurent,217826,22,England,56,65,CM
16657,S. Aw,239074,18,Senegal,56,74,LWB
16658,J. Soltvedt,225251,21,Norway,56,62,LW
16659,Kim Tae Ho,228067,25,Korea Republic,56,62,GK
16660,F. Antúnez,241123,18,Argentina,56,71,ST
16661,J. Orobio,232421,20,Colombia,56,68,GK
16662,T. Abdullah,235493,21,Saudi Arabia,56,67,CDM
16663,M. Okino,237798,20,Japan,56,71,CAM
16664,E. Sánchez,224231,23,Mexico,56,65,CAM
16665,M. Hollingsworth,232168,23,United States,56,61,LB
16666,A. Fagerström,235240,25,Sweden,56,60,GK
16667,J. Masson,238056,19,France,56,71,CDM
16668,T. Christensen,220137,22,Denmark,56,67,CAM
16669,M. Pedersen,172521,27,Denmark,56,56,RM
16670,W. Al Enazi,231146,20,Saudi Arabia,56,65,GK
16671,A. Bolivar,240362,21,Argentina,56,65,CDM
16672,C. Randall,216299,21,England,56,70,RB
16673,V. Jovic,239339,19,Bosnia Herzegovina,56,72,GK
16674,N. Rodes,239595,19,Belgium,56,68,CDM
16675,R. Nicolaisen,235244,20,Denmark,56,70,CB
16676,M. Kryeziu,239853,20,Switzerland,56,67,CB
16677,M. Bola,225775,19,England,56,68,LB
16678,A. Lazutkin,226031,22,Russia,56,66,CB
16679,M. Place,232943,19,Republic of Ireland,56,68,CM
16680,M. Gibbs-White,236015,17,England,56,79,CM
16681,A. Maikkula,231152,20,Sweden,56,66,RB
16682,A. Al Salman,233202,23,Saudi Arabia,56,61,LM
16683,C. Martin,216563,22,United States,56,65,ST
16684,R. Currie,236531,19,Scotland,56,74,ST
16685,E. Kaja,228596,19,Albania,56,65,CM
16686,M. Candlin,238326,17,England,56,76,ST
16687,K. Michalak,240119,19,Poland,56,70,RM
16688,M. Jakoliš,223224,20,Croatia,56,68,ST
16689,D. Ogawa,232696,25,Japan,56,59,RB
16690,J. Sievers,236536,22,Germany,56,66,GK
16691,T. Paterok,218873,24,Germany,56,62,GK
16692,J. Brown,236027,19,England,56,70,LB
16693,M. Bersano,238076,24,United States,56,62,GK
16694,D. Lemus,236798,20,Colombia,56,69,LB
16695,T. Ominami,232704,19,Japan,55,71,CB
16696,D. Coyne,53506,43,Wales,55,55,GK
16697,S. Grimes,201475,30,Republic of Ireland,55,55,LB
16698,E. Eikeng,235011,20,Norway,55,63,RB
16699,J. Holmes,231172,20,Australia,55,71,GK
16700,N. Hunziker,230661,21,Switzerland,55,68,ST
16701,F. Glim,238853,20,Netherlands,55,63,CDM
16702,D. Mushitu,238343,17,Sweden,55,69,ST
16703,D. Wynne,226057,22,New Zealand,55,66,LB
16704,J. Barjonas,238602,18,Scotland,55,73,CM
16705,M. Krüger,239370,18,Germany,55,68,LB
16706,J. Tibbetts,239882,18,England,55,67,GK
16707,M. Rafique,234507,24,India,55,60,CM
16708,R. Balanta,236811,24,Colombia,55,61,ST
16709,C. Borchgrevink,238091,18,Norway,55,68,RB
16710,B. Clayton,229132,19,England,55,66,ST
16711,Choe Song Hyok,239885,19,Korea DPR,55,71,RW
16712,R. Lovett,235535,20,England,55,66,GK
16713,I. Camara,217616,24,Guinea Bissau,55,60,ST
16714,P. Fritsch,233232,18,Germany,55,71,CB
16715,M. Żebrakowski,230673,20,Poland,55,69,ST
16716,F. Ravaglia,240657,17,Italy,55,75,GK
16717,Herson Alves,228114,20,Portugal,55,66,ST
16718,J. Ferry,229142,20,England,55,69,CM
16719,T. Whitehead,219671,22,Republic of Ireland,55,61,CB
16720,S. Hawsawi,210200,25,Saudi Arabia,55,60,CB
16721,K. Ishihara,232986,38,Japan,55,55,CAM
16722,L. Rowe,239643,18,England,55,70,ST
16723,A. Ramalingom,235549,24,France,55,61,ST
16724,T. Byrne,237345,18,Republic of Ireland,55,68,RW
16725,F. Serena,240418,17,Italy,55,71,CM
16726,P. Pannier,239395,18,Germany,55,68,CAM
16727,Hwang In Hyeok,238116,22,Korea Republic,55,63,CB
16728,J. Bergman,237349,21,Sweden,55,63,RB
16729,T. Campanini,235558,18,France,55,63,CDM
16730,J. McKeown,170280,27,Republic of Ireland,55,56,GK
16731,R. Kling,228393,20,Norway,55,62,CM
16732,J. Hoekstra,240681,18,Netherlands,55,71,GK
16733,B. Al Nakhli,240426,28,Saudi Arabia,55,55,LM
16734,A. Al Meshaweh,219947,21,Saudi Arabia,55,65,GK
16735,N. Barona,234286,19,Colombia,55,68,LM
16736,O. Kindlund,237358,20,Sweden,55,63,CM
16737,J. Hyland,222003,21,Republic of Ireland,55,66,CAM
16738,A. Agouda,233523,18,Norway,55,70,ST
16739,G. Fanucchi,228660,22,France,55,66,RM
16740,A. Ba,240694,18,France,55,69,CDM
16741,K. Twardek,227895,20,Canada,55,66,RM
16742,Jeong Ho Min,238135,23,Korea Republic,55,63,CB
16743,A. George,229180,20,Antigua & Barbuda,55,63,CM
16744,C. Mosquera,236860,22,Colombia,55,61,GK
16745,C. Tovar,237885,19,Colombia,55,71,CB
16746,M. Asiri,238909,25,Saudi Arabia,55,60,LB
16747,A. Al Assiri,238910,28,Saudi Arabia,55,55,LB
16748,M. Phillips,234559,19,England,55,71,CDM
16749,D. Mulcahy,149824,39,Republic of Ireland,55,55,CDM
16750,S. Tigges,238656,18,Germany,55,68,ST
16751,V. Ocampo,225602,24,Colombia,55,62,CM
16752,F. Shomotun,229698,20,Nigeria,55,67,RM
16753,K. Krasniqi,238659,21,Kosovo,55,65,CM
16754,K. Farragher,208453,24,Republic of Ireland,55,61,CB
16755,R. MacLean,226117,20,Scotland,55,66,RM
16756,G. Taipi,239429,24,Albania,55,59,CAM
16757,F. Wadja,240454,22,Cameroon,55,62,CDM
16758,Y. De Nayer,240200,18,Belgium,55,70,GK
16759,D. Feka,232009,20,Germany,55,67,LB
16760,R. Meraz,239947,17,Mexico,55,74,CDM
16761,M. Karaahmet,239695,17,Turkey,55,70,ST
16762,R. Bennett,240208,26,England,55,58,ST
16763,Y. Nogami,235089,26,Japan,55,58,CM
16764,G. Koyalipou,240209,17,France,55,73,ST
16765,J. Hanson,229202,19,England,55,72,CB
16766,T. Deters,238930,21,Germany,55,62,CM
