,Name,ID,Age,Nationality,primary_pos,Overall,Potential,Salary,Club
13861,U. Jenssen,212040,20,Norway,CB,61,71,1000,Tromsø IL
13862,T. Casali,222024,21,Austria,GK,61,67,2000,SV Mattersburg
13863,M. Brown,53832,40,England,CDM,61,61,2000,Port Vale
13864,T. Vlietinck,236617,19,Belgium,LW,61,75,3000,Club Brugge KV
13865,F. Beltrán,239945,19,Mexico,CM,61,76,5000,Guadalajara
13866,J. Lewis,229707,20,United States,ST,61,75,2000,New York City Football Club
13867,J. Rasmussen,234827,20,Denmark,CB,61,75,1000,Rosenborg BK
13868,T. Miyazaki,191563,30,Japan,CM,61,61,1000,Júbilo Iwata
13869,M. Bourabia,198220,25,France,CM,61,62,3000,Atiker Konyaspor
13870,R. Migone,226124,21,Argentina,ST,61,73,3000,Club Atlético Patronato
13871,K. Venegas,236876,27,United States,RB,61,61,2000,Minnesota Thunder
13872,P. Hamel,236621,23,France,ST,61,69,2000,FC Lorient
13873,S. Kopp,238669,22,Germany,RB,61,69,2000,SSV Jahn Regensburg
13874,P. Vincenti,185165,30,England,LM,61,61,3000,Coventry City
13875,I. Chaïbi,229454,20,France,ST,61,77,5000,AS Monaco
13876,M. Fritz,239182,23,Germany,CB,61,66,1000,SC Fortuna Köln
13877,T. Königsmann,223823,20,Germany,GK,61,73,1000,SpVgg Greuther Fürth
13878,B. Cufré,231247,20,Argentina,LB,61,75,2000,Vélez Sarsfield
13879,Rômulo,233551,25,Brazil,ST,61,65,1000,Hammarby IF
13880,M. O'Hara,211536,21,Scotland,RB,61,73,1000,Dundee FC
13881,J. Sinclair,216656,20,England,ST,61,72,8000,Watford
13882,Joo Hyeon Woo,228176,26,Korea Republic,RW,61,61,1000,GwangJu FC
13883,D. Traoré,211282,25,Ivory Coast,CM,61,64,3000,Forest Green
13884,C. Kenna,165458,32,Republic of Ireland,CB,61,61,1000,Bray Wanderers
13885,Campos,240722,22,Spain,GK,61,70,1000,CD Numancia
13886,A. Bengtsson,226387,21,Sweden,LB,61,67,1000,Halmstads BK
13887,W. Miller,225364,21,England,CAM,61,71,2000,Burton Albion
13888,H. Jafry,228692,25,Saudi Arabia,CM,61,62,4000,Al Fayha
13889,S. Yokotani,232788,30,Japan,CDM,61,61,1000,Omiya Ardija
13890,K. Al Anazi,235604,32,Saudi Arabia,RW,61,61,3000,Al Batin
13891,P. Da Silva,237396,18,United States,ST,61,78,1000,Orlando City Soccer Club
13892,G. Morris,19541,33,England,GK,61,61,2000,Crawley Town
13893,S. Jakubiak,239957,24,Germany,CDM,61,66,2000,Heracles Almelo
13894,E. Beltramone,240469,18,Argentina,LM,61,81,2000,Talleres de Cordoba
13895,T. Dähne,210006,23,Germany,GK,61,70,1000,HJK Helsinki
13896,Oh Kwang Jin,216406,30,Korea Republic,LM,61,61,1000,Daegu FC
13897,T. Robinet,229974,20,France,RM,61,73,2000,FC Sochaux-Montbéliard
13898,Yeremi Valerón,237910,20,Spain,LB,61,72,3000,UD Las Palmas
13899,A. Bruhn,216407,23,Denmark,LM,61,67,3000,Randers FC
13900,M. De Almeida,235351,21,Portugal,LW,61,70,1000,Tours FC
13901,S. Demhasaj,239191,21,Switzerland,ST,61,71,2000,FC Luzern
13902,J. García,233304,22,Mexico,RB,61,70,4000,Deportivo Toluca
13903,T. Robinson,170072,28,Jamaica,ST,61,61,2000,Southend United
13904,D. Tchamba,240728,18,Cameroon,LB,61,77,2000,RC Strasbourg
13905,N. Pelaitay,226393,24,Argentina,CDM,61,67,2000,San Martín de San Juan
13906,Song Chang Ho,199258,31,Korea Republic,CM,61,61,1000,Jeonnam Dragons
13907,J. Elsey,216154,23,Australia,RB,61,65,1000,Adelaide United
13908,D. Al Qarni,234586,28,Saudi Arabia,CM,61,61,4000,Al Fayha
13909,K. Zohi,240730,20,Ivory Coast,ST,61,71,4000,RC Strasbourg
13910,B. Powell,210523,26,Australia,CAM,61,63,1000,Central Coast Mariners
13911,M. Pinato,225115,22,Italy,LM,61,66,1000,F.B.C. Unione Venezia
13912,D. Potts,203357,23,England,LWB,61,66,3000,Luton Town
13913,J. Iglesias,223581,28,Uruguay,CAM,61,61,2000,Clermont Foot 63
13914,T. Valls,225629,21,France,CDM,61,66,1000,Nîmes Olympique
13915,M. Ramon,239198,28,France,CAM,61,61,2000,US Quevilly-Rouen
13916,C. Báez,223072,27,Paraguay,RB,61,63,3000,Godoy Cruz
13917,E. Lyngdoh,228192,30,India,CDM,61,61,0,
13918,I. Protti,228960,22,Argentina,CAM,61,66,3000,Chacarita Juniors
13919,D. Irandust,237152,19,Sweden,CAM,61,75,1000,BK Häcken
13920,M. Okugawa,239712,21,Japan,LW,61,74,4000,SV Mattersburg
13921,F. Olivera,239968,22,Uruguay,RB,61,71,2000,CD Tenerife
13922,Y. Segawa,237409,23,Japan,ST,61,68,1000,Omiya Ardija
13923,J. Stacey,221282,21,England,RB,61,71,3000,Luton Town
13924,M. Suleymanov,240226,17,Russia,ST,61,79,5000,FC Krasnodar
13925,F. Lenci,157539,33,Argentina,ST,61,61,3000,Argentinos Juniors
13926,J. Stockley,195427,23,England,ST,61,68,3000,Exeter City
13927,T. Hovda,198244,27,Norway,CM,61,62,1000,Sarpsborg 08 FF
13928,Juan Moreno,235365,20,Spain,RM,61,70,7000,Atlético Madrid
13929,F. Sucsuz,238949,21,Turkey,LM,61,71,1000,FC Carl Zeiss Jena
13930,J. Kiassumbua,239973,25,DR Congo,GK,61,65,1000,FC Lugano
13931,R. Willmott,209254,27,England,RWB,61,62,2000,Newport County
13932,T. Siwe,233062,30,Sweden,RB,61,61,1000,Jönköpings Södra IF
13933,V. De Marco,239206,24,Argentina,CDM,61,68,2000,Lech Poznań
13934,O. Camara,239462,24,France,RM,61,62,1000,US Orléans Loiret Football
13935,Z. Erkilinc,240742,19,Netherlands,LW,61,75,2000,Heracles Almelo
13936,K. Etuhu,183142,29,Nigeria,CDM,61,61,3000,Carlisle United
13937,Giovanni,236391,18,Spain,RM,61,77,1000,CD Tenerife
13938,B. Utvik,213864,21,Norway,RWB,61,75,1000,Sogndal
13939,Juan Pérez,228456,20,Spain,GK,61,74,1000,CA Osasuna
13940,S. Ando,191336,26,Japan,GK,61,63,1000,Kawasaki Frontale
13941,J. Cranston,212329,23,Wales,LWB,61,67,2000,Cheltenham Town
13942,C. Stefańczyk,154729,33,Poland,RB,61,61,1000,Wisła Płock
13943,L. De Bórtoli,226409,28,Argentina,GK,61,62,2000,Temperley
13944,S. Mladenovic,235369,23,Norway,RW,61,71,1000,Odds BK
13945,N. Kühn,239977,17,Germany,ST,61,83,6000,RB Leipzig
13946,J. Hessenthaler,214634,23,England,CM,61,63,2000,Gillingham
13947,Fran Sánchez,228970,27,Spain,LB,61,61,5000,SV Mattersburg
13948,S. Amuzie,236394,21,Nigeria,LB,61,70,4000,FC Lugano
13949,F. Eboa Eboa,239210,20,France,CB,61,71,3000,En Avant de Guingamp
13950,F. Bombagi,189546,27,Italy,CM,61,61,1000,Ternana
13951,M. Pelosi,207467,23,United States,LM,61,67,2000,San Jose Earthquakes
13952,D. Tuma,238955,21,Germany,LM,61,68,1000,FC Carl Zeiss Jena
13953,B. Moussiti-oko,239211,22,Congo,ST,61,67,2000,Le Havre AC
13954,S. Prevljak,223596,22,Bosnia Herzegovina,RW,61,72,6000,SV Mattersburg
13955,A. Condé,234860,20,Germany,CAM,61,75,8000,Holstein Kiel
13956,Roni,237164,22,Brazil,RM,61,67,1000,Albirex Niigata
13957,R. Çağıran,239468,22,Turkey,LB,61,70,2000,Evkur Yeni Malatyaspor
13958,S. Puttkammer,239724,28,Germany,CDM,61,62,1000,SV Meppen
13959,K. Ward,199021,26,Republic of Ireland,LM,61,62,1000,Bohemian FC
13960,O. De Wolf,235629,20,Belgium,GK,61,72,2000,Sporting Lokeren
13961,A. Andersson,197998,26,Sweden,GK,61,66,1000,Östersunds FK
13962,R. Flanagan,212846,22,England,CDM,61,68,2000,Walsall
13963,D. Schad,229998,20,Germany,RWB,61,72,2000,SpVgg Greuther Fürth
13964,I. Konaté,237678,18,France,CB,61,80,5000,RB Leipzig
13965,R. Harper,238958,17,England,CM,61,84,6000,Blackburn Rovers
13966,S. Houston,199023,27,Republic of Ireland,CAM,61,62,1000,Finn Harps
13967,M. Mara,226415,20,Guinea,LM,61,69,2000,FC Lorient
13968,T. Zündel,216176,29,Austria,LB,61,61,3000,Wolfsberger AC
13969,T. Bendiksen,201329,27,Norway,RM,61,61,1000,Sandefjord Fotball
13970,C. Bramall,237169,21,England,LM,61,75,11000,Birmingham City
13971,M. Dombrowka,238961,25,Germany,RB,61,64,1000,SpVgg Unterhaching
13972,Torres,239985,20,Spain,CDM,61,73,1000,CD Tenerife
13973,I. Wadji,240497,22,Senegal,LW,61,69,2000,Molde FK
13974,D. Wright,214899,32,England,ST,61,61,3000,Cheltenham Town
13975,A. Kojić,220787,21,Sweden,LB,61,68,1000,Halmstads BK
13976,S. Crone,223861,22,Denmark,RB,61,69,3000,Brøndby IF
13977,T. Buhagiar,232053,19,Australia,RW,61,75,1000,Central Coast Mariners
13978,I. Marconi,239478,27,Italy,CB,61,63,1000,Cremonese
13979,A. Falch,196983,25,Norway,GK,61,67,1000,IFK Norrköping
13980,T. James,222583,21,Wales,CB,61,67,2000,Yeovil Town
13981,M. Caufriez,228983,20,Belgium,CB,61,71,2000,Waasland-Beveren
13982,E. Ozuna,229751,21,Argentina,LM,61,72,3000,Temperley
13983,K. Ono,232567,27,Japan,CB,61,61,1000,Albirex Niigata
13984,H. Kawabe,232823,21,Japan,CDM,61,70,1000,Júbilo Iwata
13985,M. Smith,190583,25,England,ST,61,65,2000,Bury
13986,J. Phojo,209784,24,France,RB,61,62,1000,Clermont Foot 63
13987,D. Sow,229752,20,Switzerland,CAM,61,78,3000,BSC Young Boys
13988,J. Kamata,232568,31,Japan,RB,61,61,2000,Kashiwa Reysol
13989,K. Saito,232824,28,Japan,ST,61,61,2000,Júbilo Iwata
13990,S. Erimuya,237688,19,Nigeria,CB,61,70,1000,Cádiz C.F.
13991,L. Heynke,238968,17,Germany,LB,61,76,1000,1. FC Magdeburg
13992,A. Benchaib,239224,19,Morocco,LM,61,74,2000,Sporting Lokeren
13993,P. Karlsson Lagemyr,232057,20,Sweden,RM,61,73,1000,IFK Göteborg
13994,R. Laidlaw,238969,24,Scotland,GK,61,67,1000,Hibernian
13995,M. Jansen,234874,24,Germany,CDM,61,66,1000,SV Sandhausen
13996,J. Torres,239226,17,United States,CDM,61,79,1000,Sporting Lokeren
13997,D. Vitturini,220795,20,Italy,CB,61,73,1000,Carpi
13998,A. Fontana,225915,21,Argentina,ST,61,71,3000,Banfield
13999,R. Tumilty,227963,20,Scotland,RWB,61,73,1000,Ross County FC
14000,E. Ojeda,234107,19,Argentina,CM,61,77,2000,Rosario Central
14001,Y. Mamilonne,234619,25,France,ST,61,65,4000,US Quevilly-Rouen
14002,D. Bejarano,220540,23,Bolivia,CM,61,64,0,
14003,Guti,226173,22,Spain,CB,61,68,2000,Real Zaragoza
14004,K. Letheren,170877,29,Wales,GK,61,63,2000,Plymouth Argyle
14005,Luis Perea,238461,19,Spain,CM,61,74,1000,CA Osasuna
14006,E. Pinnock,238717,24,England,CDM,61,69,2000,Barnsley
14007,T. Björkström,192125,26,Sweden,RB,61,63,1000,Östersunds FK
14008,Sebas Moyano,219774,20,Spain,CAM,61,74,2000,Córdoba CF
14009,Álex Mozo,224894,22,Spain,CAM,61,72,4000,CD Leganés
14010,J. Klinsmann,239742,20,United States,GK,61,76,3000,Hertha BSC Berlin
14011,P. Hristov,239998,18,Bulgaria,CB,61,81,5000,Fiorentina
14012,A. Sikoev,240254,22,Russia,ST,61,71,5000,Arsenal Tula
14013,A. Haidara,238463,19,Mali,CDM,61,78,3000,FC Red Bull Salzburg
14014,M. Cuisance,239744,17,France,CM,61,84,3000,Borussia Mönchengladbach
14015,Xemi,239233,22,Spain,LW,61,68,2000,Oxford United
14016,S. Ahmed-Kadi,240001,20,France,LW,61,72,1000,Salernitana
14017,M. Kato,232578,26,Japan,CM,61,61,1000,Albirex Niigata
14018,M. Warcholak,234882,27,Poland,LB,61,61,2000,Arka Gdynia
14019,J. Álvarez,239491,21,Argentina,LM,61,69,2000,Banfield
14020,S. Zenjov,192899,28,Estonia,RM,61,61,2000,Cracovia
14021,K. Fickentscher,193411,28,Switzerland,GK,61,61,3000,FC Sion
14022,Y. Gutiérrez,140164,36,Mexico,GK,61,61,1000,Necaxa
14023,N. Gavory,211844,22,France,RM,61,71,1000,Clermont Foot 63
14024,S. Sow,240260,20,Netherlands,ST,61,69,2000,FC Utrecht
14025,M. Byrne,189828,28,Republic of Ireland,CM,61,61,2000,Gillingham
14026,H. Al Jayzani,226181,24,Saudi Arabia,RB,61,68,5000,Al Shabab
14027,Santi Samanes,240261,21,Spain,LM,61,69,2000,Real Valladolid
14028,L. Bonnefoi,137862,33,France,GK,61,61,3000,RC Strasbourg
14029,M. Sosa,231558,21,Argentina,RW,61,69,2000,Defensa y Justicia
14030,Sergio Arribas,236934,21,Spain,RM,61,70,4000,CD Leganés
14031,M. Degerlund,238214,19,Sweden,CB,61,71,1000,Hammarby IF
14032,D. Geurts,212103,22,Germany,RM,61,69,1000,SC Paderborn 07
14033,M. Al Enazi,235655,33,Saudi Arabia,RM,61,61,3000,Al Batin
14034,H. Wolf,236935,18,Austria,RW,61,81,3000,FC Red Bull Salzburg
14035,F. Garcés,241031,17,Argentina,CB,61,73,1000,Colon de Santa Fe
14036,D. Zeaiter,233608,22,Lebanon,GK,61,66,1000,MSV Duisburg
14037,S. Sinclair,172680,29,England,RM,61,61,2000,Bristol Rovers
14038,S. Larsson,181384,34,Sweden,LB,61,61,1000,Kalmar FF
14039,H. Johansen,206217,24,Norway,ST,61,64,1000,Vålerenga Fotball
14040,W. Jobello,208009,23,France,CAM,61,69,2000,GFC Ajaccio
14041,W. Mena,221577,29,Colombia,RM,61,61,1000,Tigres FC
14042,M. Laínez,226697,21,Mexico,RM,61,72,4000,Club León
14043,J. Ertlthaler,229513,20,Austria,CAM,61,71,4000,SV Mattersburg
14044,J. Quintero,232841,20,Ecuador,CAM,61,75,5000,FC Rostov
14045,V. Golemić,235401,26,Serbia,CB,61,65,2000,FC Lugano
14046,A. Obinwa,237450,20,United States,CDM,61,71,1000,Columbus Crew SC
14047,G. Gori,240778,18,Italy,ST,61,78,6000,Fiorentina
14048,T. David,235147,20,Netherlands,RB,61,70,2000,ADO Den Haag
14049,S. Lobjanidze,239755,22,Georgia,RM,61,68,3000,Randers FC
14050,C. Ezeh,240523,19,Nigeria,CDM,61,73,1000,Lillestrøm SK
14051,F. Vecchione,205453,26,Italy,RWB,61,63,1000,SG Sonnenhof Großaspach
14052,P. Garita,212365,22,Cameroon,ST,61,70,8000,Bristol City
14053,A. Onaiwu,237453,21,Japan,ST,61,68,2000,Urawa Red Diamonds
14054,J. Gundersen,228238,21,Norway,CB,61,70,1000,Tromsø IL
14055,Víctor López,240782,20,Spain,CM,61,72,4000,Deportivo Alavés
14056,M. Listkowski,228751,19,Poland,CAM,61,72,1000,Pogoń Szczecin
14057,M. Schubert,234383,19,Germany,GK,61,78,1000,SG Dynamo Dresden
14058,M. Branderhorst,210832,23,Netherlands,GK,61,68,1000,Willem II
14059,A. Berntsson,224400,21,Sweden,CB,61,68,1000,Halmstads BK
14060,K. Al Samiri,236689,20,Saudi Arabia,CDM,61,71,5000,Al Ittihad
14061,Olabe,238225,21,Spain,CM,61,70,7000,Atlético Madrid
14062,S. Amallah,229010,20,Morocco,RM,61,72,2000,Royal Excel Mouscron
14063,G. Terrani,237202,22,Italy,ST,61,67,1000,Perugia
14064,B. Pindroch,240274,25,Slovakia,GK,61,67,3000,Notts County
14065,R. Okunorobo,204692,28,Mexico,CB,61,61,2000,Lobos de la BUAP
14066,G. Guerrieri,221332,21,Italy,GK,61,73,4000,Lazio
14067,M. Osores,241044,20,Argentina,CB,61,71,2000,Atlético Tucumán
14068,I. Bermingham,184980,28,Republic of Ireland,LB,61,61,1000,St. Patrick's Athletic
14069,D. Subotić,186516,28,Switzerland,ST,61,61,2000,Ulsan Hyundai Horang-i
14070,D. McAllister,187028,28,Republic of Ireland,CDM,61,61,1000,Shamrock Rovers
14071,A. Tozzo,204437,24,Italy,GK,61,67,4000,Sampdoria
14072,Y. Çoban,229781,20,Germany,ST,61,73,3000,Alanyaspor
14073,M. Gabbia,240277,17,Italy,CB,61,76,7000,Milan
14074,Flavio,234134,21,Brazil,CDM,61,70,1000,Boavista FC
14075,M. Zaracho,235926,19,Argentina,LM,61,78,2000,Racing Club de Avellaneda
14076,A. Benítez,224663,21,Mexico,LB,61,68,2000,Deportivo Toluca
14077,H. Wright,238743,19,United States,ST,61,77,4000,SV Sandhausen
14078,Dani Iglesias,216728,21,Spain,ST,61,71,4000,Deportivo Alavés
14079,M. Gatto,224920,21,Italy,CAM,61,69,3000,Chievo Verona
14080,R. Seigers,234904,19,Belgium,CB,61,74,2000,KRC Genk
14081,M. Meulensteen,239512,17,Netherlands,CAM,61,76,2000,Preston North End
14082,J. Tuominen,241048,21,Finland,CAM,61,68,0,
14083,T. Smith,216473,21,England,GK,61,73,1000,Southend United
14084,D. Petrovic,234649,24,Serbia,CB,61,66,3000,SKN St. Pölten
14085,Kim Sang Won,222618,25,Korea Republic,LB,61,63,1000,GwangJu FC
14086,R. Wulle,229530,23,Germany,GK,61,69,1000,SV Sandhausen
14087,H. Al Habib,235162,22,Saudi Arabia,CM,61,70,3000,Ettifaq FC
14088,A. Al Khulaif,238234,20,Saudi Arabia,RM,61,72,5000,Al Ahli
14089,E. Banda,239258,19,Zambia,CAM,61,73,2000,KV Oostende
14090,N. Casale,239770,19,Italy,CB,61,73,2000,Perugia
14091,M. Rocca,221339,21,Italy,CM,61,69,5000,Vercelli
14092,L. Walsh,227995,19,England,CM,61,77,9000,Birmingham City
14093,F. Castillo,214172,27,Colombia,RB,61,62,1000,Jaguares Fútbol Club
14094,K. Christensen,151708,37,Denmark,GK,61,61,2000,FC København
14095,D. Arboleda,227740,22,Colombia,CB,61,72,1000,Patriotas Boyacá FC
14096,E. Sakic,235420,26,Austria,RM,61,62,3000,SCR Altach
14097,L. Gambin,208797,24,Malta,CM,61,66,4000,Luton Town
14098,V. Selimović,234910,20,Luxembourg,CB,61,72,2000,FC Metz
14099,M. Albornoz,192158,29,Sweden,CB,61,61,1000,AFC Eskilstuna
14100,N. Brandenburger,212383,22,Germany,CM,61,66,1000,SC Fortuna Köln
14101,Woo Sang Ho,235423,24,Korea Republic,CM,61,65,1000,Daegu FC
14102,D. Raum,236703,19,Germany,LM,61,74,2000,SpVgg Greuther Fürth
14103,M. Reule,215968,23,Germany,GK,61,70,1000,SG Sonnenhof Großaspach
14104,J. Gerezgiher,223904,21,Germany,CAM,61,69,2000,Holstein Kiel
14105,J. Geissmann,234912,24,Switzerland,CDM,61,67,2000,FC Lausanne-Sports
14106,J. Houghton,213665,21,England,CM,61,71,2000,Doncaster Rovers
14107,K. Miś,235169,21,Poland,LB,61,70,1000,Korona Kielce
14108,L. Amarilla,240801,21,Paraguay,ST,61,70,3000,Vélez Sarsfield
14109,T. Masukawa,191649,37,Japan,CB,61,61,1000,Hokkaido Consadole Sapporo
14110,L. Byrne,208290,23,Republic of Ireland,LB,61,68,1000,Shamrock Rovers
14111,D. Butler,209315,22,England,LB,61,70,2000,Newport County
14112,Park Dae Han,237987,21,Korea Republic,GK,61,70,1000,Jeonnam Dragons
14113,M. Elito,182691,27,England,CM,61,61,4000,Cambridge United
14114,E. Hewitt,203428,23,Wales,RB,61,69,4000,Notts County
14115,D. MacKinnon,223396,31,Scotland,CM,61,61,2000,Hamilton Academical FC
14116,T. Sandoval,233892,18,Argentina,ST,61,79,2000,Colon de Santa Fe
14117,F. Sulmoni,170660,31,Switzerland,CB,61,61,2000,FC Lugano
14118,A. Jagiełło,213157,22,Poland,RM,61,67,2000,Piast Gliwice
14119,J. Caletti,232357,18,Australia,CDM,61,76,1000,Brisbane Roar
14120,R. Mitchell,213671,21,England,RM,61,66,3000,Chesterfield
14121,B. Richards-Everton,225191,25,England,CB,61,66,2000,Accrington Stanley
14122,S. Nimely,220328,18,Liberia,ST,61,75,6000,Spartak Moscow
14123,Bueno,232872,21,Brazil,CB,61,69,2000,Kashima Antlers
14124,M. Cullen,198825,25,England,ST,61,65,2000,Blackpool
14125,K. Machida,232873,19,Japan,CB,61,75,1000,Kashima Antlers
14126,A. Babacan,240041,17,Turkey,CM,61,76,5000,Galatasaray SK
14127,S. McAllister,182185,29,England,CM,61,61,3000,Grimsby Town
14128,R. Espejord,220074,21,Norway,ST,61,67,1000,Tromsø IL
14129,A. Laïdouni,233642,20,France,RB,61,67,3000,Angers SCO
14130,A. Smith,13739,36,England,ST,61,61,3000,Notts County
14131,Juan Delgado,221611,23,Spain,ST,61,68,4000,Levante UD
14132,Tamayo,220844,22,Spain,ST,61,65,4000,Getafe CF
14133,A. Fisher,223404,27,England,ST,61,62,2000,Motherwell
14134,G. Martin,235948,26,England,ST,61,62,3000,Sporting Lokeren
14135,Luan,240044,21,Brazil,CB,61,71,3000,SK Sturm Graz
14136,N. Vemmelund,213421,24,Denmark,RB,61,65,1000,Dundalk
14137,Quinti,215725,20,Spain,CDM,61,69,4000,Villarreal CF
14138,S. Nabi,223917,20,England,CM,61,70,2000,Carlisle United
14139,C. Pelagatti,230573,28,Italy,RB,61,61,1000,Cittadella
14140,L. Chávez,222382,21,Mexico,LM,61,69,3000,Club Tijuana
14141,E. Verstappen,229806,23,Netherlands,GK,61,68,3000,Eintracht Braunschweig
14142,F. Barceló,235950,24,Uruguay,ST,61,67,2000,San Martín de San Juan
14143,D. Konate,210863,23,Ivory Coast,CB,61,69,1000,Vercelli
14144,Roberto Núñez,231855,21,Spain,ST,61,69,2000,Royal Antwerp FC
14145,P. Fito,234159,21,France,CDM,61,71,3000,Montpellier Hérault SC
14146,S. Chacón,235951,25,Argentina,RM,61,63,2000,San Martín de San Juan
14147,Y. Bonnin,215984,26,Argentina,GK,61,64,2000,Gimnasia y Esgrima La Plata
14148,M. Koné,231344,20,Senegal,LW,61,69,3000,FC Zürich
14149,D. Nothnagel,234416,22,Germany,RB,61,66,1000,SV Wehen Wiesbaden
14150,J. Ngoy,236464,19,Belgium,ST,61,74,7000,Stoke City
14151,K. Baran,205745,27,Poland,GK,61,62,1000,Termalica Bruk-Bet Nieciecza
14152,J. Calistri,231857,23,United States,RW,61,67,2000,Chicago Fire Soccer Club
14153,T. Aupic,240049,32,France,GK,61,61,1000,Paris FC
14154,M. Storey,203442,23,England,ST,61,65,2000,Partick Thistle F.C.
14155,L. Dürholtz,210354,23,Germany,CAM,61,66,2000,Holstein Kiel
14156,A. Alégué,231346,20,Cameroon,LM,61,66,4000,FC Nantes
14157,D. Mihajlovic,188594,25,Switzerland,RB,61,62,2000,FC Lugano
14158,Vinícius,235699,22,Brazil,CB,61,68,1000,Vegalta Sendai
14159,T. Arano,237747,24,Japan,CAM,61,65,1000,Hokkaido Consadole Sapporo
14160,M. González,224437,23,Argentina,RM,61,68,3000,Rosario Central
14161,J. Dacosta,232117,21,France,RB,61,73,1000,Chamois Niortais FC
14162,A. Diawusie,233397,19,Germany,RW,61,76,6000,SV Wehen Wiesbaden
14163,D. Kearns,193205,25,Republic of Ireland,LM,61,62,1000,Sligo Rovers
14164,S. Grether,209334,25,Switzerland,RM,61,64,2000,FC Luzern
14165,G. Williams,198071,24,England,LB,61,68,2000,Milton Keynes Dons
14166,C. Torres,222647,21,Mexico,CB,61,71,4000,Club León
14167,R. Dickie,223159,21,England,RB,61,69,5000,Lincoln City
14168,G. Marigard,239031,29,Guyana,RB,61,61,2000,US Quevilly-Rouen
14169,F. Berra,212152,22,Italy,RB,61,69,1000,Vercelli
14170,K. Magaña,239544,19,Mexico,LW,61,77,6000,Guadalajara
14171,A. Ingegneri,219577,25,Italy,LB,61,65,1000,Palermo
14172,M. Pantović,231354,20,Serbia,ST,61,69,12000,FC Bayern Munich
14173,Z. Tsiskaridze,205755,30,United States,LB,61,61,1000,AFC Eskilstuna
14174,T. Beadling,225467,21,Australia,CB,61,74,2000,Sunderland
14175,M. Abu Shararah,228795,26,Saudi Arabia,ST,61,64,4000,Al Qadisiyah
14176,A. Winkler,211900,25,Germany,CB,61,66,1000,SpVgg Unterhaching
14177,J. Fierro,216764,29,Bolivia,ST,61,61,0,
14178,R. Hatsuse,232636,19,Japan,RM,61,73,1000,Gamba Osaka
14179,D. Lippert,237500,21,Germany,LB,61,70,2000,1. FC Nürnberg
14180,L. Diaz,241084,20,Colombia,CAM,61,78,1000,CPD Junior Barranquilla
14181,M. Al Saiari,221373,24,Saudi Arabia,ST,61,65,3000,Ettifaq FC
14182,S. Richey,236989,25,United States,GK,61,66,1000,Vancouver Whitecaps FC
14183,D. Oldaker,230590,18,England,CM,61,75,1000,Gillingham
14184,Carlos Daniel,205503,22,Portugal,ST,61,69,2000,CS Marítimo
14185,D. Stojanović,205759,23,FYR Macedonia,GK,61,68,2000,FC St. Gallen
14186,K. Byrne,193727,27,Republic of Ireland,CAM,61,62,1000,St. Patrick's Athletic
14187,M. Willock,213696,20,England,CAM,61,74,14000,FC Utrecht
14188,S. Coulibaly,231872,21,France,CB,61,75,3000,Stade Rennais FC
14189,M. Ortíz,240576,22,Argentina,ST,61,71,3000,Talleres de Cordoba
14190,G. Sbrissa,225473,20,Italy,CAM,61,71,7000,Cesena
14191,D. Johnson,237249,21,United States,RM,61,65,1000,Chicago Fire Soccer Club
14192,J. Barmby,213698,22,England,LWB,61,72,2000,Portland Timbers
14193,A. Peralta,229570,28,Argentina,RM,61,61,2000,Club Atlético Patronato
14194,T. Morishima,232898,20,Japan,LW,61,69,2000,Sanfrecce Hiroshima
14195,J. Thompson,178626,28,England,ST,61,61,2000,Rochdale
14196,U. Gündoğan,190146,27,Turkey,CM,61,62,9000,Galatasaray SK
14197,S. Batan,167107,32,Sweden,LB,61,61,1000,Hammarby IF
14198,M. Lovera,233924,18,Argentina,ST,61,76,2000,Rosario Central
14199,L. Kinsella,222405,21,Republic of Ireland,CM,61,73,2000,Walsall
14200,Diogo Almeida,234437,19,Portugal,RB,61,70,1000,CD Feirense
14201,J. Correia,228294,23,France,LB,61,66,4000,En Avant de Guingamp
14202,J. Respen,238022,18,Netherlands,LW,61,77,2000,VVV-Venlo
14203,J. Grimes,193478,26,England,CB,61,63,3000,Cheltenham Town
14204,Cho Min Woo,211655,25,Korea Republic,RB,61,65,2000,Pohang Steelers
14205,A. Gordyushenko,225479,20,Russia,CAM,61,74,6000,CSKA Moscow
14206,M. Al Bishi,240327,29,Saudi Arabia,ST,61,61,5000,Al Fayha
14207,A. Shuhail,180679,32,Saudi Arabia,RB,61,61,6000,Al Ittihad
14208,J. Murphy,52679,35,Republic of Ireland,GK,61,61,1000,Bury
14209,S. Rajalakso,187335,28,Sweden,LW,61,61,1000,GIF Sundsvall
14210,K. Brennan,157128,33,Republic of Ireland,CAM,61,61,1000,St. Patrick's Athletic
14211,L. Gibson,232648,20,England,LB,61,74,8000,Newcastle United
14212,J. Ebobisse,237256,20,United States,ST,61,77,2000,Portland Timbers
14213,L. Jensen,238792,20,Germany,CAM,61,73,1000,Werder Bremen II
14214,Seo Young Jae,235465,22,Korea Republic,LM,61,70,5000,Hamburger SV
14215,T. Jacobsen,238793,20,Germany,LB,61,70,1000,Werder Bremen II
14216,J. Allen,221386,22,United States,CM,61,72,2000,Real Salt Lake
14217,S. Flinders,152523,31,England,GK,61,61,2000,Cheltenham Town
14218,Hwang Ji Soo,155339,36,Korea Republic,CM,61,61,1000,Pohang Steelers
